parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8176,27.2071,124.9043,694.4949,847.4239
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.799,27.0426,124.07889999999999,649.8439,801.7644
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8292,26.1852,126.3489,662.5426,815.9059
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8805,26.362199999999998,124.8941,672.5323,824.6691
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8793,26.745300000000004,127.0851,695.6328,850.3425
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9003,26.5849,132.447,686.8783,846.8104999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8972,27.370099999999997,127.2536,695.6541,851.175
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9106,26.6293,126.71119999999999,682.2329,836.4839999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.812,27.3055,124.2941,729.6963,882.1079
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8813,28.0256,127.9913,668.6538,825.552
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8074,26.2918,124.5384,687.4276,839.0652
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9029,27.967100000000002,125.13579999999999,690.7839,844.7897
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8253,26.542900000000003,124.855,700.7241,852.9473
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8804,26.032799999999998,124.0689,625.9272,776.9093
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8387,26.6665,124.69330000000001,684.9922,837.1907
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8333,27.229899999999997,126.9726,698.7349,853.7707
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8381,27.809,122.4273,689.9139,840.9883
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8013,26.891000000000002,126.0887,704.7501,858.5310999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.849,27.3262,124.7265,707.8331,860.7348
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8968,26.921400000000002,126.1276,698.5497,852.4955
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8296,27.110599999999998,127.58149999999999,728.6608,884.1825
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8289,27.1518,124.75410000000001,768.7632,921.498
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8495,27.9346,129.8829,708.5359,867.2029
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8677,26.9631,126.85490000000001,715.7738,870.4595
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8255,27.0883,128.23870000000002,712.0421,868.1946
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.815,26.6092,124.22800000000001,677.0819,828.7341
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9126,27.392400000000002,124.9529,696.5902,849.8480999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8425,26.697499999999998,125.36590000000001,744.9845,897.8904
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8267,27.424400000000002,126.7445,693.2531,848.2487
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.7993,28.9137,124.30449999999999,709.3604,863.3779
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8554,26.6667,125.0896,709.2429,861.8546
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9336,26.1235,123.55669999999999,699.0547,849.6685
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8365,26.1967,126.1823,674.6566,827.8721
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9402,27.6509,125.90760000000002,699.305,853.8036999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8559,26.5934,126.8856,698.4263,852.7611999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8431,27.181,125.855,668.6509,822.53
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8248,26.555600000000002,124.4906,692.5055,844.3765
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8309,29.4506,126.75890000000001,696.8847,853.9250999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9353,26.8655,125.0095,660.0174,812.8276999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8371,26.6569,125.2983,714.5758,867.3680999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8369,26.6606,126.26449999999998,728.3508,882.1128
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8841,27.0232,123.76520000000001,720.7089,872.3814
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.841,29.008200000000002,126.03810000000001,697.4467,853.334
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8343,27.468999999999998,128.5715,720.3287,877.2035000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8384,26.6349,130.94189999999998,731.5363,889.9514999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
1.06,27.682499999999997,141.7718,739.1041,909.6184000000001
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8451,27.6347,131.17010000000002,710.9831,870.633
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9271,28.1176,129.5306,711.2801,869.8553999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8389,27.3764,124.25510000000001,690.1405,842.6109
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9021,27.2231,139.7614,718.428,886.3146
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8389,27.869699999999998,127.99480000000001,733.5111,890.2145
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8396,26.3882,127.71400000000001,701.7606,856.7023999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8126,27.741899999999998,141.2426,734.9502,904.7473
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
1.0907,28.2701,125.9844,746.7545,902.0997
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8426,30.125600000000002,128.73499999999999,742.9943,902.6975
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9805,29.339300000000005,131.2336,769.2848,930.8382
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
1.4911,27.774,129.2508,732.4791,890.995
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9374,26.9197,127.0805,719.5637,874.5013
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9489,26.551900000000003,126.3271,698.4975,852.3254
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8211,27.3708,127.80090000000001,718.914,874.9068
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8872,27.7884,124.74390000000001,738.9708,892.3903
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.9211,27.2951,126.98620000000001,685.5933,840.7957
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8637,28.8461,126.93830000000001,731.9612,888.6093
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8279,27.495900000000002,135.84,745.3888,909.5526
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8405,28.3718,128.0844,697.6466,854.9433
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8488,27.1424,128.7512,684.5901,841.3325
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8339,26.8717,126.05950000000001,694.4687,848.2338
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8626,27.6931,127.60329999999999,683.6913,839.8503
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8644,27.6524,126.5395,719.0445,874.1007999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8623,27.0871,127.8818,724.4427,880.2738999999999
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8585,26.774700000000003,137.023,704.7296,869.3858
parsing_time,plugin_time,resolution_time,verification_time,dafny_time
0.8121,27.2811,127.83,669.11,825.0332000000001
